@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-V-R11-12,6,8,10,15_clustered'

@attribute Instance_number numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute sex {' Male',' Female'}
@attribute class {' <=50K',' >50K'}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
19625,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19626,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19627,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19628,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19629,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19630,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19631,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19632,0,0,' Divorced',' Own-child',' Male',' <=50K',cluster0
19633,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19634,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19635,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19636,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19637,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19638,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19639,0,0,' Married-spouse-absent',' Not-in-family',' Female',' <=50K',cluster0
19640,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19641,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19642,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19643,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19644,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19645,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19646,0,1876,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
19647,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19648,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19649,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19650,0,0,' Widowed',' Not-in-family',' Male',' >50K',cluster0
19651,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19652,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19653,0,419,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19654,0,2051,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
19655,0,2444,' Never-married',' Other-relative',' Male',' >50K',cluster2
19656,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19657,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19658,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19659,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19660,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19661,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19662,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19663,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19664,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19665,0,0,' Divorced',' Other-relative',' Male',' <=50K',cluster0
19666,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19667,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19668,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19669,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
19670,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19671,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19672,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19673,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19674,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
19675,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19676,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19677,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19678,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19679,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19680,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19681,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19682,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19683,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19684,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19685,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19686,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19687,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19688,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19689,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19690,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19691,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19692,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19693,0,0,' Divorced',' Own-child',' Female',' <=50K',cluster0
19694,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19695,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19696,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19697,2407,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19698,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19699,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19700,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19701,0,2258,' Never-married',' Own-child',' Female',' >50K',cluster0
19702,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19703,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19704,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19705,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19706,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19707,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19708,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19709,0,1977,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19710,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19711,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
19712,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19713,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19714,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19715,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19716,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19717,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19718,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19719,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19720,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19721,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19722,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19723,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19724,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19725,3103,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19726,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19727,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
19728,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
19729,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19730,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19731,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19732,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19733,4787,0,' Separated',' Not-in-family',' Male',' >50K',cluster1
19734,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19735,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19736,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19737,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19738,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19739,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19740,27828,0,' Never-married',' Other-relative',' Male',' >50K',cluster2
19741,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19742,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19743,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19744,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
19745,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19746,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19747,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19748,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19749,0,2179,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19750,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19751,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19752,2407,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19753,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
19754,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19755,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19756,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19757,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19758,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19759,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19760,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19761,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19762,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19763,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19764,0,0,' Married-civ-spouse',' Own-child',' Female',' <=50K',cluster0
19765,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19766,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19767,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19768,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19769,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19770,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19771,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19772,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19773,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19774,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19775,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19776,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19777,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19778,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
19779,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19780,0,0,' Married-spouse-absent',' Other-relative',' Female',' <=50K',cluster0
19781,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19782,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19783,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19784,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19785,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19786,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19787,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19788,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19789,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19790,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19791,0,0,' Divorced',' Not-in-family',' Male',' >50K',cluster0
19792,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19793,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19794,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19795,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19796,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19797,8614,0,' Widowed',' Unmarried',' Male',' >50K',cluster1
19798,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19799,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19800,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19801,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19802,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19803,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19804,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19805,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19806,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19807,99999,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
19808,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19809,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19810,0,1902,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19811,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19812,0,0,' Married-spouse-absent',' Not-in-family',' Male',' <=50K',cluster0
19813,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19814,4865,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster1
19815,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
19816,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19817,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19818,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19819,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19820,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19821,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19822,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19823,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19824,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19825,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
19826,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19827,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19828,2964,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster1
19829,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19830,0,0,' Married-spouse-absent',' Not-in-family',' Male',' <=50K',cluster0
19831,2597,0,' Divorced',' Unmarried',' Female',' <=50K',cluster1
19832,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19833,0,1590,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19834,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19835,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19836,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19837,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19838,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19839,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19840,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19841,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
19842,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19843,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19844,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19845,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19846,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19847,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19848,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19849,0,0,' Never-married',' Not-in-family',' Female',' >50K',cluster0
19850,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19851,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19852,0,2179,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
19853,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19854,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
19855,114,0,' Divorced',' Unmarried',' Female',' <=50K',cluster1
19856,8614,0,' Never-married',' Not-in-family',' Female',' >50K',cluster1
19857,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19858,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19859,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19860,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19861,20051,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19862,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19863,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19864,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
19865,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19866,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19867,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19868,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19869,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19870,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19871,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19872,0,0,' Married-civ-spouse',' Other-relative',' Female',' <=50K',cluster0
19873,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
19874,0,0,' Married-spouse-absent',' Other-relative',' Female',' <=50K',cluster0
19875,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19876,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19877,594,0,' Never-married',' Own-child',' Female',' <=50K',cluster1
19878,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
19879,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19880,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
19881,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
19882,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19883,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
19884,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19885,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19886,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19887,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19888,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
19889,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
19890,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19891,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19892,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
19893,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19894,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
19895,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19896,0,1887,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
19897,0,2179,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
19898,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
19899,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
19900,99999,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19901,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
19902,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19903,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
19904,0,0,' Never-married',' Unmarried',' Male',' >50K',cluster0
